,audio,sentence
4262,"{'array': array([array([ 0.00230337,  0.00148743,  0.00275621, ..., -0.0059064 ,
              -0.00519811, -0.00371367], dtype=float32)               ,
       array([ 0.00230337,  0.00148743,  0.00275621, ..., -0.0059064 ,
              -0.00519811, -0.00371367], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_33251186_36756300.wav', 'sampling_rate': 16000}",The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
4263,"{'array': array([array([ 5.5158447e-04,  4.4411054e-04, -6.6735018e-05, ...,
              -4.9982533e-05, -4.3602826e-04, -7.5971562e-04], dtype=float32),
       array([ 5.5158447e-04,  4.4411054e-04, -6.6735018e-05, ...,
              -4.9982533e-05, -4.3602826e-04, -7.5971562e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_18172663_109445961.wav', 'sampling_rate': 16000}",my hand open wound got infected
4264,"{'array': array([array([-0.01791215, -0.02673502, -0.02234204, ...,  0.0039935 ,
               0.00601536,  0.00626715], dtype=float32)               ,
       array([-0.01791215, -0.02673502, -0.02234204, ...,  0.0039935 ,
               0.00601536,  0.00626715], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44101988_33136830.wav', 'sampling_rate': 16000}",I can't stand with this horrible feeling in my shoulder
4265,"{'array': array([array([-0.00040763, -0.00025459, -0.00055106, ..., -0.00129938,
              -0.0009776 , -0.00047687], dtype=float32)               ,
       array([-0.00040763, -0.00025459, -0.00055106, ..., -0.00129938,
              -0.0009776 , -0.00047687], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43857865_50044623.wav', 'sampling_rate': 16000}",i feel pain in my knee
4266,"{'array': array([array([-0.00517612, -0.00509928, -0.00363444, ..., -0.00038622,
               0.0011853 ,  0.00106555], dtype=float32)               ,
       array([-0.00517612, -0.00509928, -0.00363444, ..., -0.00038622,
               0.0011853 ,  0.00106555], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29289135_76611999.wav', 'sampling_rate': 16000}",My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.
4267,"{'array': array([array([-0.00258906, -0.00432938, -0.00209381, ..., -0.00462374,
              -0.01241141, -0.00997631], dtype=float32)               ,
       array([-0.00258906, -0.00432938, -0.00209381, ..., -0.00462374,
              -0.01241141, -0.00997631], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42557795_76576850.wav', 'sampling_rate': 16000}",I have a sharp pain in my lower stomach.
4268,"{'array': array([array([ 0.00380683,  0.00738573,  0.00648706, ..., -0.00150156,
              -0.00186436, -0.00357093], dtype=float32)               ,
       array([ 0.00380683,  0.00738573,  0.00648706, ..., -0.00150156,
              -0.00186436, -0.00357093], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_35197064_83362445.wav', 'sampling_rate': 16000}",i have a great pain in my foot like thrombing pain with relaxing my pain releif
4269,"{'array': array([array([ 6.3737677e-03,  1.1092500e-02,  1.1291592e-02, ...,
               1.7212115e-03,  8.8503584e-04, -9.5515185e-05], dtype=float32),
       array([ 6.3737677e-03,  1.1092500e-02,  1.1291592e-02, ...,
               1.7212115e-03,  8.8503584e-04, -9.5515185e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43453425_66907641.wav', 'sampling_rate': 16000}",i have shoulder pain after doing any home work.
4270,"{'array': array([array([ 1.5419624e-06, -8.7325097e-06, -3.4886198e-05, ...,
               8.2606319e-05,  3.5697038e-04,  1.2091065e-04], dtype=float32),
       array([ 1.5419624e-06, -8.7325097e-06, -3.4886198e-05, ...,
               8.2606319e-05,  3.5697038e-04,  1.2091065e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35832653_82613088.wav', 'sampling_rate': 16000}",My body feels weak and I tried to make it relax but it stills pain me
4271,"{'array': array([array([-0.0057915 , -0.00922906, -0.00760183, ..., -0.00263913,
              -0.00218273, -0.00223841], dtype=float32)               ,
       array([-0.0057915 , -0.00922906, -0.00760183, ..., -0.00263913,
              -0.00218273, -0.00223841], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_19425875_33317441.wav', 'sampling_rate': 16000}",I feel like my heart is on fire.
4272,"{'array': array([array([ 0.00011876,  0.00027374,  0.00034148, ..., -0.0006931 ,
              -0.00084793, -0.000577  ], dtype=float32)               ,
       array([ 0.00011876,  0.00027374,  0.00034148, ..., -0.0006931 ,
              -0.00084793, -0.000577  ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43402738_23165785.wav', 'sampling_rate': 16000}",Is pimples a skin disease?
4273,"{'array': array([array([-1.72973800e-04, -1.05670675e-04,  6.44225875e-05, ...,
              -4.80791176e-04,  7.65958684e-04,  4.71844280e-04], dtype=float32),
       array([-1.72973800e-04, -1.05670675e-04,  6.44225875e-05, ...,
              -4.80791176e-04,  7.65958684e-04,  4.71844280e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_22423108_59113184.wav', 'sampling_rate': 16000}",Feel like something is being jabbed into my joints
4274,"{'array': array([array([ 0.00295922, -0.0257131 , -0.04131438, ..., -0.01546285,
              -0.01605044, -0.01504332], dtype=float32)               ,
       array([ 0.00295922, -0.0257131 , -0.04131438, ..., -0.01546285,
              -0.01605044, -0.01504332], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43758322_46112413.wav', 'sampling_rate': 16000}",My head hurts when I'm doing this.
4275,"{'array': array([array([ 1.3655468e-04,  2.5664200e-04,  1.5644722e-04, ...,
              -1.8534885e-05, -2.1689475e-04, -1.2571299e-04], dtype=float32),
       array([ 1.3655468e-04,  2.5664200e-04,  1.5644722e-04, ...,
              -1.8534885e-05, -2.1689475e-04, -1.2571299e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_29672643_98144523.wav', 'sampling_rate': 16000}",My body feels weak and i think that my face is fade and i can't sleep well
4276,"{'array': array([array([ 0.00019081,  0.00030019,  0.00020881, ..., -0.00011853,
              -0.00020089,  0.0001753 ], dtype=float32)               ,
       array([ 0.00019081,  0.00030019,  0.00020881, ..., -0.00011853,
              -0.00020089,  0.0001753 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_33905644_32833189.wav', 'sampling_rate': 16000}",I have a cut that is red and swollen.
4277,"{'array': array([array([1.5367563e-05, 4.1635969e-04, 8.1688270e-04, ..., 4.7641751e-04,
              8.2186976e-04, 1.3183524e-04], dtype=float32)                   ,
       array([1.5367563e-05, 4.1635969e-04, 8.1688270e-04, ..., 4.7641751e-04,
              8.2186976e-04, 1.3183524e-04], dtype=float32)                   ],
      dtype=object), 'path': './recordings/1249120_30766630_16792776.wav', 'sampling_rate': 16000}","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
4278,"{'array': array([array([0.00122413, 0.00172968, 0.00140908, ..., 0.00090565, 0.00131193,
              0.00023458], dtype=float32)                                     ,
       array([0.00122413, 0.00172968, 0.00140908, ..., 0.00090565, 0.00131193,
              0.00023458], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_22345789_43309990.wav', 'sampling_rate': 16000}",I have terrible pain in my heart
4279,"{'array': array([array([ 3.7648031e-05,  2.3805460e-05, -3.9374823e-05, ...,
              -5.3151825e-04, -5.8295100e-04, -7.8939076e-04], dtype=float32),
       array([ 3.7648031e-05,  2.3805460e-05, -3.9374823e-05, ...,
              -5.3151825e-04, -5.8295100e-04, -7.8939076e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_40401830_104057821.wav', 'sampling_rate': 16000}","I am always cold, even when I am wearing layers"
4280,"{'array': array([array([ 3.0123204e-04,  4.8696043e-04,  6.9099612e-04, ...,
              -6.8041586e-06, -5.5726101e-05, -5.0343573e-05], dtype=float32),
       array([ 3.0123204e-04,  4.8696043e-04,  6.9099612e-04, ...,
              -6.8041586e-06, -5.5726101e-05, -5.0343573e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44292353_95216909.wav', 'sampling_rate': 16000}",I got injured exercising
4281,"{'array': array([array([ 9.2372415e-05,  2.0632496e-04,  1.3077869e-04, ...,
              -2.4485556e-04,  9.3131333e-05, -1.3861842e-04], dtype=float32),
       array([ 9.2372415e-05,  2.0632496e-04,  1.3077869e-04, ...,
              -2.4485556e-04,  9.3131333e-05, -1.3861842e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43620482_90549549.wav', 'sampling_rate': 16000}",My head gets dizzy when I try to get up.
4282,"{'array': array([array([ 0.00367735,  0.00524488,  0.00254206, ..., -0.0073287 ,
              -0.01210067, -0.0086509 ], dtype=float32)               ,
       array([ 0.00367735,  0.00524488,  0.00254206, ..., -0.0073287 ,
              -0.01210067, -0.0086509 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44101988_96931564.wav', 'sampling_rate': 16000}",I have a skin rash after eating an ice-cream.
4283,"{'array': array([array([0.00888333, 0.01591704, 0.01547082, ..., 0.01616359, 0.0170663 ,
              0.00645121], dtype=float32)                                     ,
       array([0.00888333, 0.01591704, 0.01547082, ..., 0.01616359, 0.0170663 ,
              0.00645121], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_39142299_25984231.wav', 'sampling_rate': 16000}",I can't turn my neck to the left without feeling a stabbing pain
4284,"{'array': array([array([ 3.6653288e-04,  2.6461366e-04, -8.0295926e-05, ...,
               2.6135859e-03,  3.4259332e-03,  1.9594710e-03], dtype=float32),
       array([ 3.6653288e-04,  2.6461366e-04, -8.0295926e-05, ...,
               2.6135859e-03,  3.4259332e-03,  1.9594710e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_41841195_108677761.wav', 'sampling_rate': 16000}",I can't walk because i have a great foot ache
4285,"{'array': array([array([ 0.00052555,  0.00068733,  0.00092675, ...,  0.00034443,
              -0.00045146,  0.00026437], dtype=float32)               ,
       array([ 0.00052555,  0.00068733,  0.00092675, ...,  0.00034443,
              -0.00045146,  0.00026437], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_6338946_71387965.wav', 'sampling_rate': 16000}",When I think of my parents I feel pain
4286,"{'array': array([array([ 0.00120445,  0.00235705,  0.00256902, ..., -0.00100644,
              -0.00148675, -0.00253938], dtype=float32)               ,
       array([ 0.00120445,  0.00235705,  0.00256902, ..., -0.00100644,
              -0.00148675, -0.00253938], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41841195_62261567.wav', 'sampling_rate': 16000}","There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
4287,"{'array': array([array([-4.5748457e-05, -4.5415614e-05,  3.0260348e-05, ...,
              -5.9916358e-05, -6.4036591e-05, -5.0064988e-05], dtype=float32),
       array([-4.5748457e-05, -4.5415614e-05,  3.0260348e-05, ...,
              -5.9916358e-05, -6.4036591e-05, -5.0064988e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43825820_20029602.wav', 'sampling_rate': 16000}",I feel heart pain when I walk a lot
4288,"{'array': array([array([-8.8395947e-04, -1.9007733e-03, -9.7915099e-04, ...,
              -8.2060124e-04, -8.1956139e-05,  5.0309498e-04], dtype=float32),
       array([-8.8395947e-04, -1.9007733e-03, -9.7915099e-04, ...,
              -8.2060124e-04, -8.1956139e-05,  5.0309498e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_22345789_25657194.wav', 'sampling_rate': 16000}",I have a ear ache when I go to the pool
4289,"{'array': array([array([0.00681018, 0.01200464, 0.01187131, ..., 0.00897794, 0.00992225,
              0.00672321], dtype=float32)                                     ,
       array([0.00681018, 0.01200464, 0.01187131, ..., 0.00897794, 0.00992225,
              0.00672321], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44101988_74866081.wav', 'sampling_rate': 16000}",I feel pain in my ears with tinnitus
4290,"{'array': array([array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
              -1.9776422e-04, -7.3026000e-05,  2.5294014e-04], dtype=float32),
       array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
              -1.9776422e-04, -7.3026000e-05,  2.5294014e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44140394_65659767.wav', 'sampling_rate': 16000}",I get clusters of whiteheads and blackheads on my back.
4291,"{'array': array([array([-0.01449232, -0.04604712, -0.07657351, ..., -0.00351415,
              -0.00337734, -0.00334824], dtype=float32)               ,
       array([-0.01449232, -0.04604712, -0.07657351, ..., -0.00351415,
              -0.00337734, -0.00334824], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_22423108_40848483.wav', 'sampling_rate': 16000}",I fell off my bike and since then I had hard  knee pain
4292,"{'array': array([array([-0.00064171, -0.00103622, -0.00086178, ..., -0.00028721,
              -0.00024655, -0.00030075], dtype=float32)               ,
       array([-0.00064171, -0.00103622, -0.00086178, ..., -0.00028721,
              -0.00024655, -0.00030075], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43172391_38159401.wav', 'sampling_rate': 16000}",my head hurts me badly
4293,"{'array': array([array([-0.00858308, -0.0081627 , -0.00101345, ...,  0.02703106,
               0.02804053,  0.02460378], dtype=float32)               ,
       array([-0.00858308, -0.0081627 , -0.00101345, ...,  0.02703106,
               0.02804053,  0.02460378], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43794413_65674404.wav', 'sampling_rate': 16000}",Sterilizer for the eye
4294,"{'array': array([array([-0.04229962, -0.06861985, -0.06276196, ..., -0.01241797,
              -0.01212529, -0.01218346], dtype=float32)               ,
       array([-0.04229962, -0.06861985, -0.06276196, ..., -0.01241797,
              -0.01212529, -0.01218346], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44263136_78073786.wav', 'sampling_rate': 16000}",My kee is swallowing which indicates i have an infected wound
4295,"{'array': array([array([-0.00055211, -0.00102569, -0.00112577, ...,  0.00151982,
               0.00179192,  0.00380512], dtype=float32)               ,
       array([-0.00055211, -0.00102569, -0.00112577, ...,  0.00151982,
               0.00179192,  0.00380512], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43825820_98687117.wav', 'sampling_rate': 16000}",I can't walk because i have a great foot ache
4296,"{'array': array([array([ 6.8722698e-06,  2.4346804e-04,  1.4026196e-03, ...,
              -1.2285977e-03, -1.2624576e-03, -4.3077004e-04], dtype=float32),
       array([ 6.8722698e-06,  2.4346804e-04,  1.4026196e-03, ...,
              -1.2285977e-03, -1.2624576e-03, -4.3077004e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_30766630_36392782.wav', 'sampling_rate': 16000}",I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.
4297,"{'array': array([array([-0.03849921, -0.05585005, -0.04990846, ...,  0.06935152,
               0.07697323,  0.05145945], dtype=float32)               ,
       array([-0.03849921, -0.05585005, -0.04990846, ...,  0.06935152,
               0.07697323,  0.05145945], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29672643_22815043.wav', 'sampling_rate': 16000}","my child has cough all night, she can't sleep"
4298,"{'array': array([array([-0.00034351, -0.000708  , -0.00045313, ..., -0.00047574,
              -0.00044025, -0.00031262], dtype=float32)               ,
       array([-0.00034351, -0.000708  , -0.00045313, ..., -0.00047574,
              -0.00044025, -0.00031262], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43402738_57289122.wav', 'sampling_rate': 16000}",It feels like my heart is going to leap out of my body. It hurts.
4299,"{'array': array([array([ 0.00038856,  0.0029882 ,  0.00170146, ..., -0.00726873,
              -0.00788084, -0.01029083], dtype=float32)               ,
       array([ 0.00038856,  0.0029882 ,  0.00170146, ..., -0.00726873,
              -0.00788084, -0.01029083], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42210938_22909042.wav', 'sampling_rate': 16000}",When I stand up too quickly I start to feel dizzy and light-headed
4300,"{'array': array([array([-0.00103987, -0.00139732, -0.00120207, ...,  0.00396385,
               0.00388363,  0.00349504], dtype=float32)               ,
       array([-0.00103987, -0.00139732, -0.00120207, ...,  0.00396385,
               0.00388363,  0.00349504], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_19425875_65715714.wav', 'sampling_rate': 16000}",I love to walk and be outside but the bottoms of my feet get sore so quickly.
4301,"{'array': array([array([-0.0055849 ,  0.00441052, -0.00357576, ..., -0.00112129,
               0.00197314, -0.00366136], dtype=float32)               ,
       array([-0.0055849 ,  0.00441052, -0.00357576, ..., -0.00112129,
               0.00197314, -0.00366136], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_38202325_35013036.wav', 'sampling_rate': 16000}",When I tried to be warm and wear more clothes I found that I was still cold
4302,"{'array': array([array([ 4.7902154e-07, -2.9218758e-05, -1.8737601e-05, ...,
              -5.2111577e-03, -6.2063108e-03, -4.2076441e-03], dtype=float32),
       array([ 4.7902154e-07, -2.9218758e-05, -1.8737601e-05, ...,
              -5.2111577e-03, -6.2063108e-03, -4.2076441e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43825820_104241768.wav', 'sampling_rate': 16000}",My body feels weak and i think that my face is fade and i can't sleep well
4303,"{'array': array([array([-3.86563079e-05, -1.01482065e-05, -1.43249999e-05, ...,
               6.03258668e-05,  1.69151292e-06, -1.58355426e-04], dtype=float32),
       array([-3.86563079e-05, -1.01482065e-05, -1.43249999e-05, ...,
               6.03258668e-05,  1.69151292e-06, -1.58355426e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_20518958_33461750.wav', 'sampling_rate': 16000}","My head hurts and I lose the sensation in my face, then lose sight in my eye"
4304,"{'array': array([array([-4.46640588e-05, -8.54964092e-05, -2.53730232e-05, ...,
              -1.12638845e-04, -1.45475104e-04, -8.98431317e-05], dtype=float32),
       array([-4.46640588e-05, -8.54964092e-05, -2.53730232e-05, ...,
              -1.12638845e-04, -1.45475104e-04, -8.98431317e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_18386513_81047658.wav', 'sampling_rate': 16000}",I feel a lot of pain in the joints.
4305,"{'array': array([array([-9.4571838e-04, -1.3382165e-03, -1.0015452e-03, ...,
              -6.3829932e-05, -3.6832527e-04, -3.6491422e-04], dtype=float32),
       array([-9.4571838e-04, -1.3382165e-03, -1.0015452e-03, ...,
              -6.3829932e-05, -3.6832527e-04, -3.6491422e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43105396_48787370.wav', 'sampling_rate': 16000}",there is a red stain in my skin
4306,"{'array': array([array([-0.00962065, -0.01625803, -0.01324446, ..., -0.0124944 ,
              -0.01226111, -0.01358669], dtype=float32)               ,
       array([-0.00962065, -0.01625803, -0.01324446, ..., -0.0124944 ,
              -0.01226111, -0.01358669], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43758322_98585449.wav', 'sampling_rate': 16000}",I tried to put my glasses to see more clear but cant find any change
4307,"{'array': array([array([-5.1432801e-03, -1.0206370e-02, -7.9097589e-03, ...,
              -3.7991250e-04,  6.7180372e-05, -4.2474928e-04], dtype=float32),
       array([-5.1432801e-03, -1.0206370e-02, -7.9097589e-03, ...,
              -3.7991250e-04,  6.7180372e-05, -4.2474928e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_42210938_96097644.wav', 'sampling_rate': 16000}",I cut my foot at the pool and it breaks open every day when I walk on it.
4308,"{'array': array([array([ 0.00045682,  0.00095306,  0.00037196, ..., -0.0004549 ,
               0.00029301,  0.00024095], dtype=float32)               ,
       array([ 0.00045682,  0.00095306,  0.00037196, ..., -0.0004549 ,
               0.00029301,  0.00024095], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_30766630_60977460.wav', 'sampling_rate': 16000}","I hardly have enough stength to get up,"
4309,"{'array': array([array([-5.52823876e-05, -8.33659651e-05, -7.48855891e-05, ...,
               9.38435187e-05,  1.11980764e-04,  1.28176238e-04], dtype=float32),
       array([-5.52823876e-05, -8.33659651e-05, -7.48855891e-05, ...,
               9.38435187e-05,  1.11980764e-04,  1.28176238e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43620482_17492234.wav', 'sampling_rate': 16000}",I have acne all over my face
4310,"{'array': array([array([-7.3545445e-05, -1.6394264e-05,  4.8280945e-06, ...,
              -8.0059646e-05, -4.1408272e-04, -1.1730642e-04], dtype=float32),
       array([-7.3545445e-05, -1.6394264e-05,  4.8280945e-06, ...,
              -8.0059646e-05, -4.1408272e-04, -1.1730642e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44111844_103422646.wav', 'sampling_rate': 16000}",I hit myself and the would doesn't want to heal
4311,"{'array': array([array([-0.0010614 , -0.00082641,  0.00060952, ..., -0.00173874,
              -0.00343188, -0.00192193], dtype=float32)               ,
       array([-0.0010614 , -0.00082641,  0.00060952, ..., -0.00173874,
              -0.00343188, -0.00192193], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29713479_69443721.wav', 'sampling_rate': 16000}",My joints feel swollen
4312,"{'array': array([array([-5.1081850e-05, -1.3485595e-04, -3.2858738e-05, ...,
              -1.3374266e-03, -2.2974007e-03, -1.8923250e-03], dtype=float32),
       array([-5.1081850e-05, -1.3485595e-04, -3.2858738e-05, ...,
              -1.3374266e-03, -2.2974007e-03, -1.8923250e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44246595_19400019.wav', 'sampling_rate': 16000}",I had a pain in my knee when I was swimming
4313,"{'array': array([array([-0.00429465, -0.00836889, -0.00890976, ...,  0.00854938,
               0.00318492, -0.00434098], dtype=float32)               ,
       array([-0.00429465, -0.00836889, -0.00890976, ...,  0.00854938,
               0.00318492, -0.00434098], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43350908_95837089.wav', 'sampling_rate': 16000}",I feel like there is something swollen and inflamed at the back of my knee.
4314,"{'array': array([array([ 0.00040472,  0.0005002 ,  0.00043703, ..., -0.00042992,
              -0.00078203, -0.00090869], dtype=float32)               ,
       array([ 0.00040472,  0.0005002 ,  0.00043703, ..., -0.00042992,
              -0.00078203, -0.00090869], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39154234_64570055.wav', 'sampling_rate': 16000}","My hair is coming out in chunks, especially when I wash it"
4315,"{'array': array([array([0.00153072, 0.00553181, 0.00972792, ..., 0.09520655, 0.10996634,
              0.08024547], dtype=float32)                                     ,
       array([0.00153043, 0.00553233, 0.00972593, ..., 0.09520397, 0.10996749,
              0.08024498], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_39438102_37794921.wav', 'sampling_rate': 16000}",I have tried to make massage on my foot but they still pain me
4316,"{'array': array([array([-1.5494994e-04, -2.2750335e-04, -2.6672697e-04, ...,
              -5.7321136e-05, -2.5400883e-05, -4.1058029e-05], dtype=float32),
       array([-1.5494994e-04, -2.2750335e-04, -2.6672697e-04, ...,
              -5.7321136e-05, -2.5400883e-05, -4.1058029e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43620482_23157138.wav', 'sampling_rate': 16000}",My chest hurts when I smoke
4317,"{'array': array([array([ 3.4542279e-03,  5.1203128e-03,  3.2386270e-03, ...,
              -9.7377582e-05, -3.5572582e-04, -1.5866518e-04], dtype=float32),
       array([ 3.4542279e-03,  5.1203128e-03,  3.2386270e-03, ...,
              -9.7377582e-05, -3.5572582e-04, -1.5866518e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38042052_79852215.wav', 'sampling_rate': 16000}",I cannot breathe because of this dull ache below my left shoulder.
4318,"{'array': array([array([-0.00119537,  0.00154196,  0.00417653, ..., -0.00541218,
              -0.00255742, -0.00458584], dtype=float32)               ,
       array([-0.00119537,  0.00154196,  0.00417653, ..., -0.00541218,
              -0.00255742, -0.00458584], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_33251186_32519448.wav', 'sampling_rate': 16000}",I have a pain internal
4319,"{'array': array([array([-1.2576843e-04, -5.6158914e-04, -3.9192327e-04, ...,
               9.7719801e-04, -2.4265968e-04,  4.2554297e-05], dtype=float32),
       array([-1.2576843e-04, -5.6158914e-04, -3.9192327e-04, ...,
               9.7719801e-04, -2.4265968e-04,  4.2554297e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44093303_106607375.wav', 'sampling_rate': 16000}",I feel dizzy after doing a muscular effort.
4320,"{'array': array([array([0.00114983, 0.00194756, 0.00063101, ..., 0.00327627, 0.0032591 ,
              0.00304417], dtype=float32)                                     ,
       array([0.00114983, 0.00194756, 0.00063101, ..., 0.00327627, 0.0032591 ,
              0.00304417], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44235678_85355864.wav', 'sampling_rate': 16000}",When I stand up too quickly I feel as though I'm going to faint.
4321,"{'array': array([array([-0.00076239, -0.00129246, -0.00124076, ...,  0.00033402,
               0.00117735,  0.00211617], dtype=float32)               ,
       array([-0.00076239, -0.00129246, -0.00124076, ...,  0.00033402,
               0.00117735,  0.00211617], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_18172663_91605803.wav', 'sampling_rate': 16000}",I love to walk and be outside but the bottoms of my feet get sore so quickly.
4322,"{'array': array([array([ 1.4340272e-04, -1.0917057e-04, -2.5372513e-04, ...,
               8.2048136e-05,  1.4069090e-04,  2.6677857e-04], dtype=float32),
       array([ 1.4340272e-04, -1.0917057e-04, -2.5372513e-04, ...,
               8.2048136e-05,  1.4069090e-04,  2.6677857e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_30766630_69609595.wav', 'sampling_rate': 16000}",My ear hurts when I touch it.
4323,"{'array': array([array([ 0.00033573,  0.00049603,  0.00049524, ..., -0.00092517,
              -0.00093839, -0.00057156], dtype=float32)               ,
       array([ 0.00033573,  0.00049603,  0.00049524, ..., -0.00092517,
              -0.00093839, -0.00057156], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39154234_29630599.wav', 'sampling_rate': 16000}",I can't turn my neck to the left without feeling a stabbing pain
4324,"{'array': array([array([-1.8401620e-07,  2.8991101e-07, -4.8595143e-07, ...,
              -1.5970436e-04, -2.2058997e-04, -1.4109677e-04], dtype=float32),
       array([-1.8401620e-07,  2.8991101e-07, -4.8595143e-07, ...,
              -1.5970436e-04, -2.2058997e-04, -1.4109677e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15830408_15899103.wav', 'sampling_rate': 16000}",When I stand up too quickly I start to feel dizzy and light-headed
4325,"{'array': array([array([-0.0043816 , -0.01268818, -0.01457   , ..., -0.02160652,
              -0.025768  , -0.01476475], dtype=float32)               ,
       array([-0.0043816 , -0.01268818, -0.01457   , ..., -0.02160652,
              -0.025768  , -0.01476475], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_13842059_73296559.wav', 'sampling_rate': 16000}","when i get up, i feel dizzy and fall down."
4326,"{'array': array([array([-3.3401491e-04, -3.8923910e-05,  3.1759831e-05, ...,
              -2.5656977e-04, -6.3659193e-04, -5.1388040e-04], dtype=float32),
       array([-3.3401491e-04, -3.8923910e-05,  3.1759831e-05, ...,
              -2.5656977e-04, -6.3659193e-04, -5.1388040e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_30766630_100051410.wav', 'sampling_rate': 16000}",My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
4327,"{'array': array([array([-0.00062797, -0.00054711,  0.00115225, ..., -0.00086072,
              -0.00109792,  0.00015474], dtype=float32)               ,
       array([-0.00062797, -0.00054711,  0.00115225, ..., -0.00086072,
              -0.00109792,  0.00015474], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43883861_63136538.wav', 'sampling_rate': 16000}",using hair tonic
